rank,name,genre,country,formed,split,fans,band_link,img_link
266,Triptykon,"gothic, doom",Switzerland,2008,-,338,band.php?band_id=3119,../images/bands/3119.jpg
267,Masterplan,power,Germany,2001,-,336,band.php?band_id=161,../images/bands/161.jpg
268,Cattle Decapitation,"deathgrind, goregrind",USA,1996,-,333,band.php?band_id=611,../images/bands/611.jpg
269,Heaven Shall Burn,"metalcore, melodic death",Germany,1996,-,328,band.php?band_id=2827,../images/bands/2827.jpg
270,High On Fire,"stoner, sludge",USA,1998,-,328,band.php?band_id=2608,../images/bands/2608.jpg
271,Dismember,death,Sweden,1988,-,327,band.php?band_id=302,../images/bands/302.jpg
272,Voivod,"thrash, progressive",Canada,1982,-,327,band.php?band_id=371,../images/bands/371.jpg
273,Metal Church,"heavy, thrash",USA,1980,-,325,band.php?band_id=395,../images/bands/395.jpg
274,Danzig,hard rock,USA,1987,-,323,band.php?band_id=337,../images/bands/337.jpg
275,Elvenking,"folk, power",Italy,1997,-,322,band.php?band_id=247,../images/bands/247.jpg
276,Evile,thrash,United Kingdom,2004,-,322,band.php?band_id=1583,../images/bands/1583.jpg
277,Old Man's Child,"thrash, death, symphonic black",Norway,1989,-,321,band.php?band_id=228,../images/bands/228.jpg
278,Leaves' Eyes,symphonic,Germany,2003,-,319,band.php?band_id=342,../images/bands/342.jpg
279,Godsmack,"alternative, hard rock",USA,1995,-,316,band.php?band_id=1952,../images/bands/1952.jpg
280,Pestilence,"death, progressive death, technical death",The Netherlands,1986,-,316,band.php?band_id=367,../images/bands/367.jpg
281,Van Halen,"hard rock, heavy",USA,1972,2020,316,band.php?band_id=3311,../images/bands/3311.jpg
282,Aborted,brutal death,Belgium,1995,-,314,band.php?band_id=357,../images/bands/357.jpg
283,All That Remains,melodic metalcore,USA,1998,-,314,band.php?band_id=3388,../images/bands/3388.jpg
284,Amaranthe,"heavy, alternative",Sweden,2008,-,314,band.php?band_id=4907,../images/bands/4907.jpg
285,Novembre,"death doom, extreme progressive",Italy,1990,-,314,band.php?band_id=134,../images/bands/134.jpg
286,Suidakra,"melodic death, folk",Germany,1994,-,314,band.php?band_id=434,../images/bands/434.jpg
287,TesseracT,"progressive math, djent",United Kingdom,2003,-,312,band.php?band_id=3777,../images/bands/3777.jpg
288,The Haunted,"alternative, thrash, melodic death",Sweden,1996,-,312,band.php?band_id=186,../images/bands/186.jpg
289,Volbeat,"heavy, hard rock",Denmark,2001,-,312,band.php?band_id=2788,../images/bands/2788.jpg
290,Allegaeon,"technical death, melodic death",USA,2005,-,311,band.php?band_id=6125,../images/bands/6125.jpg
291,Dark Fortress,melodic black,Germany,1994,-,311,band.php?band_id=1280,../images/bands/1280.jpg
292,Unleashed,death,Sweden,1989,-,310,band.php?band_id=356,../images/bands/356.jpg
293,Fates Warning,"us power, progressive",USA,1982,-,309,band.php?band_id=106,../images/bands/106.jpg
294,Six Feet Under,death,USA,1993,-,309,band.php?band_id=184,../images/bands/184.jpg
295,Chimaira,groove thrash,USA,1998,2014,306,band.php?band_id=1430,../images/bands/1430.jpg
296,Freedom Call,power,Germany,1998,-,305,band.php?band_id=99,../images/bands/99.jpg
297,Possessed,"death, thrash",USA,1983,-,305,band.php?band_id=114,../images/bands/114.jpg
298,Whitesnake,hard rock,United Kingdom,1978,-,302,band.php?band_id=604,../images/bands/604.jpg
299,Municipal Waste,crossover thrash,USA,2000,-,301,band.php?band_id=2372,../images/bands/2372.jpg
300,Wolfheart,melodic death,Finland,2013,-,300,band.php?band_id=7964,../images/bands/7964.jpg
301,Barren Earth,"melodic death, progressive",Finland,2007,-,299,band.php?band_id=4454,../images/bands/4454.jpg
302,Falconer,"folk, power",Sweden,1999,2020,298,band.php?band_id=287,../images/bands/287.jpg
303,Carpathian Forest,black,Norway,1990,-,296,band.php?band_id=189,../images/bands/189.jpg
304,Lake Of Tears,"gothic, doom",Sweden,1992,-,294,band.php?band_id=214,../images/bands/214.jpg
305,Protest The Hero,"metalcore, progressive metalcore",Canada,2001,-,294,band.php?band_id=1959,../images/bands/1959.jpg
306,Beyond Creation,"technical death, progressive death",Canada,2005,-,293,band.php?band_id=6262,../images/bands/6262.jpg
307,Krisiun,brutal death,Brazil,1990,-,293,band.php?band_id=277,../images/bands/277.jpg
308,Asphyx,death,The Netherlands,1987,-,290,band.php?band_id=2829,../images/bands/2829.jpg
309,Virgin Black,"gothic, doom",Australia,1995,-,288,band.php?band_id=309,../images/bands/309.jpg
310,Revocation,"technical death, thrash",USA,2006,-,287,band.php?band_id=4066,../images/bands/4066.jpg
311,Autopsy,death,USA,1987,-,285,band.php?band_id=522,../images/bands/522.jpg
312,Cavalera Conspiracy,thrash,USA,2007,-,285,band.php?band_id=2895,../images/bands/2895.jpg
313,Artillery,thrash,Denmark,1982,-,284,band.php?band_id=2368,../images/bands/2368.jpg
314,Shade Empire,symphonic black,Finland,1999,-,284,band.php?band_id=856,../images/bands/856.jpg
315,Pain,gothic industrial,Sweden,1996,-,282,band.php?band_id=1612,../images/bands/1612.jpg
316,MÃ¶tley CrÃ¼e,"glam rock, glam",USA,1981,-,281,band.php?band_id=865,../images/bands/865.jpg
317,1349,black,Norway,1997,-,280,band.php?band_id=340,../images/bands/340.jpg
318,Joe Satriani,"hard rock, rock, instrumental",USA,1984,-,280,band.php?band_id=2522,../images/bands/2522.jpg
319,Vintersorg,"black, progressive, folk",Sweden,1994,-,280,band.php?band_id=11,../images/bands/11.jpg
320,Tankard,thrash,Germany,1982,-,279,band.php?band_id=540,../images/bands/540.jpg
321,Circus Maximus,progressive,Norway,2000,-,278,band.php?band_id=1672,../images/bands/1672.jpg
322,Thy Catafalque,avantgarde black,"Hungary, United Kingdom",1998,-,278,band.php?band_id=4582,../images/bands/4582.jpg
323,Dream Evil,"heavy, power",Sweden,1999,-,277,band.php?band_id=90,../images/bands/90.jpg
324,Quo Vadis,technical death,Canada,1992,2011,274,band.php?band_id=430,../images/bands/430.jpg
325,Mercenary,"melodic death, thrash, gothenburg, heavy",Denmark,1991,-,273,band.php?band_id=1236,../images/bands/1236.jpg
326,NegurÄƒ Bunget,"black, folk",Romania,1995,2017,272,band.php?band_id=526,../images/bands/526.jpg
327,Toxic Holocaust,"blackened thrash, crossover thrash",USA,1999,-,271,band.php?band_id=3330,../images/bands/3330.jpg
328,Uaral,"doom, neofolk",Chile,1996,-,271,band.php?band_id=3027,../images/bands/3027.jpg
329,Kvelertak,"blackened hardcore, punk",Norway,2007,-,269,band.php?band_id=4898,../images/bands/4898.jpg
330,Soundgarden,"grunge, stoner",USA,1984,-,269,band.php?band_id=4211,../images/bands/4211.jpg
331,Origin,technical death,USA,1997,-,267,band.php?band_id=3042,../images/bands/3042.jpg
332,Periphery,"progressive math, djent",USA,2005,-,267,band.php?band_id=5269,../images/bands/5269.jpg
333,The Agonist,"metalcore, melodic death",Canada,2004,-,265,band.php?band_id=3838,../images/bands/3838.jpg
334,Hatebreed,"hardcore, metalcore",USA,1994,-,264,band.php?band_id=2918,../images/bands/2918.jpg
335,Mudvayne,"nu, alternative",USA,1996,2016,264,band.php?band_id=1925,../images/bands/1925.jpg
336,Seventh Wonder,progressive,Sweden,2000,-,264,band.php?band_id=1441,../images/bands/1441.jpg
337,Skid Row,"heavy, hard rock",USA,1987,-,264,band.php?band_id=333,../images/bands/333.jpg
338,Ulcerate,technical death,New Zealand,2000,-,264,band.php?band_id=2799,../images/bands/2799.jpg
339,Antimatter,atmospheric rock,United Kingdom,1998,-,263,band.php?band_id=2343,../images/bands/2343.jpg
340,Pagan's Mind,"progressive, power",Norway,2000,-,262,band.php?band_id=218,../images/bands/218.jpg
341,Def Leppard,"new wave of british heavy, hard rock",United Kingdom,1977,-,259,band.php?band_id=390,../images/bands/390.jpg
342,Control Denied,progressive,USA,1995,2001,257,band.php?band_id=2429,../images/bands/2429.jpg
343,Daylight Dies,"melodic death, doom",USA,1996,-,257,band.php?band_id=2778,../images/bands/2778.jpg
344,Sigh,"death, black, avantgarde, thrash",Japan,1989,-,257,band.php?band_id=531,../images/bands/531.jpg
345,Stone Sour,"hard rock, alternative",USA,1992,-,257,band.php?band_id=3828,../images/bands/3828.jpg
346,Deafheaven,"atmospheric black, post-metal, shoegaze",USA,2010,-,256,band.php?band_id=5969,../images/bands/5969.jpg
347,Parkway Drive,metalcore,Australia,2002,-,256,band.php?band_id=4791,../images/bands/4791.jpg
348,Vital Remains,death,USA,1989,-,256,band.php?band_id=442,../images/bands/442.jpg
349,Unexpect,extreme avantgarde,Canada,1996,2015,255,band.php?band_id=598,../images/bands/598.jpg
350,Threshold,progressive,United Kingdom,1988,-,253,band.php?band_id=65,../images/bands/65.jpg
351,Arsis,"melodic death, technical death",USA,2000,-,251,band.php?band_id=1341,../images/bands/1341.jpg
352,Dragonland,symphonic power,Sweden,1999,-,250,band.php?band_id=1277,../images/bands/1277.jpg
353,October Tide,death doom,Sweden,1995,-,250,band.php?band_id=329,../images/bands/329.jpg
354,Grave,death,Sweden,1986,-,248,band.php?band_id=303,../images/bands/303.jpg
355,Lost Horizon,power,Sweden,1990,-,248,band.php?band_id=109,../images/bands/109.jpg
356,Esoteric,"psychedelic doom, funeral doom",United Kingdom,1992,-,247,band.php?band_id=538,../images/bands/538.jpg
357,Gorod,technical death,France,1997,-,246,band.php?band_id=3451,../images/bands/3451.jpg
358,Kauan,"folk, doom, black, post-rock","Russia, Ukraine",2005,-,245,band.php?band_id=3869,../images/bands/3869.jpg
359,Alter Bridge,"hard rock, rock",USA,2004,-,244,band.php?band_id=7770,../images/bands/7770.jpg
360,Caladan Brood,"atmospheric black, folk",USA,2008,-,244,band.php?band_id=7639,../images/bands/7639.jpg
361,Suicidal Tendencies,"crossover thrash, hardcore, punk",USA,1981,-,244,band.php?band_id=399,../images/bands/399.jpg
362,Clutch,"hard rock, stoner rock",USA,1990,-,242,band.php?band_id=4212,../images/bands/4212.jpg
363,Malevolent Creation,death,USA,1987,-,242,band.php?band_id=313,../images/bands/313.jpg
364,3 Inches Of Blood,"heavy, power",Canada,1999,2015,239,band.php?band_id=2780,../images/bands/2780.jpg
365,Hate Eternal,brutal death,USA,1996,-,239,band.php?band_id=489,../images/bands/489.jpg
366,Naglfar,melodic black,Sweden,1992,-,237,band.php?band_id=339,../images/bands/339.jpg
367,Les Discrets,"black, shoegaze",France,2003,-,236,band.php?band_id=5073,../images/bands/5073.jpg
368,Tribulation,"thrash, death, black, gothic",Sweden,2001,-,236,band.php?band_id=3949,../images/bands/3949.jpg
369,Crematory,"death, gothic",Germany,1991,-,235,band.php?band_id=75,../images/bands/75.jpg
370,Sleep,"stoner, stoner doom",USA,1990,-,235,band.php?band_id=2698,../images/bands/2698.jpg
371,Ministry,"industrial, synth pop",USA,1981,-,234,band.php?band_id=202,../images/bands/202.jpg
372,Queens Of The Stone Age,"stoner, stoner rock",USA,1997,-,234,band.php?band_id=18,../images/bands/18.jpg
373,Slumber,melodic doom,Sweden,2002,2010,234,band.php?band_id=772,../images/bands/772.jpg
374,Estatic Fear,symphonic doom,Austria,1994,1999,233,band.php?band_id=1773,../images/bands/1773.jpg
375,Heaven And Hell,heavy,USA,2006,2010,232,band.php?band_id=2536,../images/bands/2536.jpg
376,Heavenly,power,France,1994,-,231,band.php?band_id=223,../images/bands/223.jpg
377,Keep Of Kalessin,"black, melodic black, progressive black",Norway,1994,-,231,band.php?band_id=2254,../images/bands/2254.jpg
378,Saor,"atmospheric black, folk",United Kingdom,2013,-,231,band.php?band_id=8120,../images/bands/8120.jpg
379,Inquisition,"black, thrash","Colombia, USA",1988,-,230,band.php?band_id=2741,../images/bands/2741.jpg
380,Atoma,"post-metal, post-rock",Sweden,2011,-,229,band.php?band_id=6988,../images/bands/6988.jpg
381,Catamenia,"melodic black, melodic death, heavy",Finland,1995,-,229,band.php?band_id=433,../images/bands/433.jpg
382,Doom:VS,funeral doom,Sweden,2004,-,229,band.php?band_id=2114,../images/bands/2114.jpg
383,Iron Savior,power,Germany,1996,-,229,band.php?band_id=226,../images/bands/226.jpg
384,Necrophobic,"melodic death, melodic black",Sweden,1989,-,229,band.php?band_id=3093,../images/bands/3093.jpg
385,Deathstars,industrial gothic,Sweden,2000,-,228,band.php?band_id=881,../images/bands/881.jpg
386,Heidevolk,folk,The Netherlands,2002,-,228,band.php?band_id=3183,../images/bands/3183.jpg
387,The Dillinger Escape Plan,"math, metalcore",USA,1997,2017,228,band.php?band_id=485,../images/bands/485.jpg
388,Benighted,"brutal death, blackened death, grindcore",France,1998,-,227,band.php?band_id=963,../images/bands/963.jpg
389,Finsterforst,pagan folk,Germany,2004,-,226,band.php?band_id=3759,../images/bands/3759.jpg
390,MÃ¥negarm,"black, viking folk",Sweden,1995,-,226,band.php?band_id=518,../images/bands/518.jpg
391,Dark Angel,bay area thrash,USA,1981,-,225,band.php?band_id=436,../images/bands/436.jpg
392,Textures,progressive math,The Netherlands,2001,2017,225,band.php?band_id=613,../images/bands/613.jpg
393,Whitechapel,deathcore,USA,2006,-,225,band.php?band_id=3243,../images/bands/3243.jpg
394,Galneryus,power,Japan,2001,-,224,band.php?band_id=3514,../images/bands/3514.jpg
395,Thyrfing,viking black,Sweden,1995,-,224,band.php?band_id=297,../images/bands/297.jpg
396,Twisted Sister,"hard rock, glam",USA,1972,-,224,band.php?band_id=335,../images/bands/335.jpg
397,Nuclear Assault,thrash,USA,1984,-,222,band.php?band_id=444,../images/bands/444.jpg
398,A Forest Of Stars,atmospheric black,United Kingdom,2007,-,221,band.php?band_id=3482,../images/bands/3482.jpg
399,Luca Turilli's Rhapsody,symphonic power,Italy,2011,-,221,band.php?band_id=6498,../images/bands/6498.jpg
400,The Foreshadowing,"doom, gothic",Italy,1999,-,221,band.php?band_id=3358,../images/bands/3358.jpg
401,Akercocke,"black, death, progressive death",United Kingdom,1996,-,219,band.php?band_id=491,../images/bands/491.jpg
402,Chthonic,"melodic black, extreme power, folk",Taiwan,1995,-,217,band.php?band_id=2576,../images/bands/2576.jpg
403,In Vain,"death, progressive death",Norway,2003,-,216,band.php?band_id=2933,../images/bands/2933.jpg
404,Psycroptic,technical death,Australia,1999,-,216,band.php?band_id=2184,../images/bands/2184.jpg
405,Gloryhammer,power,United Kingdom,2010,-,215,band.php?band_id=7733,../images/bands/7733.jpg
406,Job For A Cowboy,"deathcore, death",USA,2002,-,214,band.php?band_id=1919,../images/bands/1919.jpg
407,Steve Vai,progressive rock,USA,1982,-,214,band.php?band_id=3275,../images/bands/3275.jpg
408,Lordi,"hard rock, glam",Finland,1992,-,212,band.php?band_id=350,../images/bands/350.jpg
409,Enshine,gothic doom,,2009,-,211,band.php?band_id=7795,../images/bands/7795.jpg
410,Adagio,"progressive, symphonic power",France,2000,2018,210,band.php?band_id=22,../images/bands/22.jpg
411,Cathedral,"doom, stoner",United Kingdom,1989,2013,210,band.php?band_id=69,../images/bands/69.jpg
412,Evoken,"death, funeral doom",USA,1992,-,209,band.php?band_id=1723,../images/bands/1723.jpg
413,Luca Turilli,symphonic power,Italy,1999,2011,209,band.php?band_id=150,../images/bands/150.jpg
414,Converge,"metalcore, post-hardcore, mathcore",USA,1990,-,208,band.php?band_id=3527,../images/bands/3527.jpg
415,Batushka,black,Poland,2015,-,207,band.php?band_id=9469,../images/bands/9469.jpg
416,Forbidden,bay area thrash,USA,1985,-,204,band.php?band_id=2086,../images/bands/2086.jpg
417,Oranssi Pazuzu,psychedelic black,Finland,2007,-,204,band.php?band_id=4251,../images/bands/4251.jpg
418,Shadows Fall,"modern thrash, melodic death",USA,1996,-,204,band.php?band_id=298,../images/bands/298.jpg
419,Heathen,bay area thrash,USA,1984,-,203,band.php?band_id=441,../images/bands/441.jpg
420,The Sword,"doom, stoner",USA,2003,-,203,band.php?band_id=3735,../images/bands/3735.jpg
421,Wilderun,"folk, progressive, symphonic",USA,2012,-,203,band.php?band_id=7414,../images/bands/7414.jpg
422,Axel Rudi Pell,"heavy, power",Germany,1989,-,201,band.php?band_id=445,../images/bands/445.jpg
423,Misery Index,deathgrind,USA,2001,-,201,band.php?band_id=1878,../images/bands/1878.jpg
424,Witherscape,"atmospheric death, extreme progressive",Sweden,2013,-,201,band.php?band_id=7882,../images/bands/7882.jpg
425,All Shall Perish,deathcore,USA,2002,-,200,band.php?band_id=648,../images/bands/648.jpg
426,Uriah Heep,hard rock,United Kingdom,1969,-,200,band.php?band_id=451,../images/bands/451.jpg
427,Vomitory,death,Sweden,1989,-,199,band.php?band_id=12,../images/bands/12.jpg
428,Jeff Loomis,"progressive, instrumental",USA,2005,-,198,band.php?band_id=3462,../images/bands/3462.jpg
429,August Burns Red,technical metalcore,USA,2003,-,197,band.php?band_id=4585,../images/bands/4585.jpg
430,Edenbridge,"symphonic, progressive, power",Austria,1998,-,197,band.php?band_id=89,../images/bands/89.jpg
431,Poisonblack,"suomi, depressive heavy",Finland,2000,2015,197,band.php?band_id=278,../images/bands/278.jpg
432,Rapture,"melodic death, doom",Finland,1998,-,197,band.php?band_id=422,../images/bands/422.jpg
433,Fallujah,"progressive death, technical deathcore",USA,2007,-,196,band.php?band_id=6511,../images/bands/6511.jpg
434,Thin Lizzy,"hard rock, heavy",Ireland,1969,-,196,band.php?band_id=547,../images/bands/547.jpg
435,Acid Bath,"doom, sludge",USA,1990,1997,195,band.php?band_id=2687,../images/bands/2687.jpg
436,Cain's Offering,power,Finland,2005,-,194,band.php?band_id=4060,../images/bands/4060.jpg
437,Limbonic Art,"symphonic black, black",Norway,1993,-,194,band.php?band_id=261,../images/bands/261.jpg
438,Goatwhore,"blackened thrash, blackened death",USA,1997,-,193,band.php?band_id=321,../images/bands/321.jpg
439,Jorn,heavy,Norway,2000,-,193,band.php?band_id=306,../images/bands/306.jpg
440,Spawn Of Possession,"brutal death, technical death",Sweden,1997,2017,190,band.php?band_id=2795,../images/bands/2795.jpg
441,Van Canto,"power, a cappella",Germany,2006,-,190,band.php?band_id=2416,../images/bands/2416.jpg
442,White Zombie,"noise rock, thrash, industrial, alternative",USA,1985,1998,190,band.php?band_id=3039,../images/bands/3039.jpg
443,Absu,"death, blackened thrash",USA,1989,2020,189,band.php?band_id=2740,../images/bands/2740.jpg
